model_freq=10,save_dir=FREEWAY_M0D0_MF_TRAIN_13/model/episode,reward,steps
0,1,8195
1,1,8195
2,1,8195
3,5,8195
4,3,8195
5,2,8195
6,2,8195
7,2,8195
8,3,8195
9,3,8195
10,3,8195
11,2,8195
12,1,8195
13,3,8195
14,2,8195
15,3,8195
16,2,8195
17,3,8195
18,0,8195
19,2,8195
20,4,8195
21,1,8195
22,2,8195
23,2,8195
24,1,8195
25,2,8195
26,5,8195
27,4,8195
28,1,8195
29,5,8195
30,0,8195
31,2,8195
32,3,8195
33,5,8195
34,4,8195
35,3,8195
36,6,8195
37,5,8195
38,3,8195
39,1,8195
40,4,8195
41,2,8195
42,5,8195
43,3,8195
44,2,8195
45,2,8195
46,2,8195
47,1,8195
48,2,8195
49,3,8195
50,4,8195
51,2,8195
52,1,8195
53,2,8195
54,3,8195
55,2,8195
56,1,8195
57,3,8195
58,3,8195
59,1,8195
60,1,8195
61,2,8195
62,2,8195
63,3,8195
64,4,8195
65,0,8195
66,6,8195
67,1,8195
68,1,8195
69,3,8195
70,1,8195
71,5,8195
72,3,8195
73,3,8195
74,3,8195
75,3,8195
76,3,8195
77,3,8195
78,1,8195
79,1,8195
80,4,8195
81,1,8195
82,1,8195
83,3,8195
84,2,8195
85,2,8195
86,4,8195
87,4,8195
88,3,8195
89,3,8195
90,2,8195
91,3,8195
92,2,8195
93,5,8195
94,1,8195
95,4,8195
96,2,8195
97,3,8195
98,3,8195
99,6,8195
